Resolução:,Ligação:,Ementa:,Texto:
"RESOLUÇÃO Nº 23.613, DE 28 DE NOVEMBRO DE 2019.",https://www.tse.jus.br/legislacao/compilada/res/2019/resolucao-no-23-613-de-28-de-novembro-de-2019,"Altera a Resolução-TSE nº 21.711, de 6 de abril de 2004, que dispõe sobre a utilização de sistema de transmissão eletrônica de dados e imagens por fac-símile ou pela internet, para a prática de atos processuais no âmbito do Tribunal Superior Eleitoral.","RESOLUÇÃO Nº 23.612, DE 8 DE JANEIRO DE 2020. — Tribunal Superior EleitoralAcessibilidadeContrasteRybená LibrasRybená vozSubir páginaDescer páginaConteúdo principal [1]Menu principal [2]Busca [3]Busca avançada [5]Página inicial [6]Página de acessibilidade [7] Acessibilidade Fale conosco Transparência e prestação de contas Tribunal Superior Eleitoral - O Tribunal da Democracia Navegação principal do portalEleitor e eleiçõesEleitorBiometriaCertidõesEstatísticas do eleitoradoEleitor no exteriorJustificativa eleitoralLocal de votação/zonas eleitoraisOuvidoriasQuitação de multasTítulo eleitoralConheça e baixe o app E-títuloTire seu título - Título Netmais sobre EleitorEleiçõesCalendário eleitoralCanal do MesárioContas eleitoraisDesincompatibilizaçãoEleições, plebiscitos e referendosEstatísticasProcesso Eleitoral no BrasilUrna eletrônicamais sobre EleiçõesPartidosPartidosContas partidáriasFiliação partidáriaFundo partidárioPartidos políticosPropaganda partidáriamais sobre PartidosComunicaçãoJurisprudênciaJurisprudênciaConsultas de jurisprudênciaInformativo TSEJulgados históricosJurisprudência nos TREsJurisprudência por assuntoPerguntas frequentes Revista de Jurisprudência do TSE Súmulasmais sobre JurisprudênciaLegislaçãoLegislaçãoCódigo Eleitoral Anotado e Legislação ComplementarMatérias de interesse da JE (SinTSE)Pesquisa por e-mail (legislação eleitoral)Legislação compiladaSistematização das Normas EleitoraisRegimento Internomais sobre LegislaçãoServiços judiciaisServiços judiciaisAudiências públicasConsultas PúblicasProcessosPublicações oficiaisSessões de julgamentoMais serviçosCertidões Judiciais mais sobre Serviços judiciaisO TSEO TSEBibliotecaCatálogo de publicaçõesCorregedoria-Geral EleitoralEscola Judiciária EleitoralHistória da Justiça EleitoralMinistrosSobre o TSEmais sobre O TSEBotão PesquisarPesquisa principal do portalPesquisarApenas nesta seçãopressione enter para pesquisar×EnviarPágina inicialLegislaçãoLegislação compiladaResolução2020 RESOLUÇÃO Nº 23.612, DE 8 DE JANEIRO DE 2020. InfoCompartilhar página via emailCompartilhar página via facebookCompartilhar página via twitterCompartilhar página via WhatsappTribunal Superior EleitoralSecretaria de Gestão da InformaçãoCoordenadoria de JurisprudênciaSeção de LegislaçãoTexto compiladoRESOLUÇÃO Nº 23.612, DE 8 DE JANEIRO DE 2020.Altera o Anexo III da Resolução-TSE n.º 23.593, de 18 de dezembro de 2018, com referência à transformação de cargos em comissão do quadro de pessoal do Tribunal Superior Eleitoral.O TRIBUNAL SUPERIOR ELEITORAL, no uso da atribuição que lhe confere o inciso II do art. 23 do Código Eleitoral, RESOLVE:Art. 1º Ficam transformados, nos termos do Anexo, os cargos em comissão do quadro de pessoal da Secretaria do Tribunal Superior Eleitoral.Art. 2º Esta resolução entra em vigor na data da publicação.Brasília, 8 de janeiro de 2020.MINISTRA ROSA WEBER - RELATORA ANEXO                 EXTINÇÃO CJ               NívelQuantidadeDenominaçãoLotaçãoRemuneraçãoTotalCJ-11Assessor IGabinete da Presidência9.216,749.216,74CJ-11Assessor IAssessoria de Assuntos Internacionais9.216,749.216,74TOTAL18.433,48Sobras apuradas (Resolução -TSE nº 23.566/2018)1.273,51TOTAL DISPONÍVEL19.706,99CRIAÇÃO CJNívelQuantidadeDenominaçãoLotaçãoRemuneraçãoTotalCJ-31Assessor IIIGabinete da Presidência12.940,0212.940,02TOTAL CRIADO12.940,02SALDO PARA UTILIZAÇÃO FUTURA6.766,97 ANEXO III - Resolução-TSE nº 23.593/2018         SECRETÁRIO-GERAL (CJ-4)     DIRETOR-GERAL (CJ-4)    ASSESSOR-CHEFE (CJ-3)      ASSESSOR III (CJ-3)    SECRETÁRIO (CJ-3)      PRESIDENTE DE COMISSÃO (CJ-3      ASSESSOR II (CJ-2)     COORDENADOR (CJ-2)    ASSESSOR I (CJ-1)      TOTAL    GABINETE DA PRESIDÊNCIA12137GABINETE DO SECRETÁRIO-GERAL1113ASSESSORIA DE APOIO AOS MINISTROS SUBSTITUTOS112ASSESSORIA DE PLENÁRIO112ASSESSORIA DE ARTICULAÇÃO PARLAMENTAR11ASSESSORIA DE GESTÃO DE IDENTIFICAÇÃO11ASSESSORIA DE ASSUNTOS INTERNACIONAIS11ASSESSORIA DE CERIMONIAL123ASSESSORIA ESPECIAL112ASSESSORIA DE COMUNICAÇÃO134ASSESSORIA DO PROCESSO JUDICIAL ELETRÔNICO11ESCOLA JUDICIÁRIA ELEITORAL112SECRETARIA JUDICIÁRIA134OUVIDORIA11ASSESSORIA DE EXAME DE CONTAS ELEITORAIS E PARTIDÁRIAS134ASSESSORIA CONSULTIVA112GABINETE DOS MINISTROS661224CORREGEDORIA-GERAL ELEITORAL1315GABINETE DO DIRETOR-GERAL11125ASSESSORIA JURÍDICA1247ASSESSORIA DE GESTÃO ESTRATÉGICA E SOCIOAMBIENTAL1113ASSESSORIA DE GESTÃO ELEITORAL1113SECRETARIA DE ADMINISTRAÇÃO1517COMISSÃO PERMANENTE DE LICITAÇÃO11SECRETARIA DE CONTROLE INTERNO E AUDITORIA123SECRETARIA DE GESTÃO DA INFORMAÇÃO1247SECRETARIA DE GESTÃO DE PESSOAS145SECRETARIA DE PLANEJAMENTO, ORÇAMENTO, FINANÇAS E CONTABILIDADE134SECRETARIA DE TECNOLOGIA DA INFORMAÇÃO1517SECRETARIA DE SEGURANÇA E TRANSPORTE123TOTAL1125291183136124Este texto não substitui o publicado no DJE-TSE, nº 11, de 16.1.2020, p. 2-4.O Tribunal da DemocraciaInternational portalCarta de serviços ao eleitorGlossário EleitoralGuia de Recolhimento da União (GRU)TREsMeu EspaçoSetor de Administração Federal Sul (SAFS) Quadra 7, Lotes 1/2, Brasília/DF - 70070-600,Tribunal Superior EleitoralTel.:(61) 3030-7000Horário de funcionamento dos protocolos  administrativo e judiciário: segunda a sexta, das 11h às 19hHorário de funcionamento de outros serviços e mais informaçõesTwitterFacebookFlickrInstagramYoutube Fale conosco Termos de uso e privacidade. Seu navegador não suporta javascript! Como foi sua navegação? O Tribunal Superior Eleitoral não envia e-mails a eleitores para comunicar cancelamento de título eleitoral. Acesso rápidoAcesso rápido Buscar em todo site Mapa do site EleitorBiometria  -  Certidões  -  Estatísticas do eleitorado  -  Eleitor no exterior  -  Justificativa eleitoral  -  Local de votação/zonas eleitorais  -  Ouvidorias  -  Quitação de multas  -  Título eleitoralEleiçõesCalendário eleitoral  -  Canal do Mesário  -  Contas eleitorais  -  Desincompatibilização  -  Eleições, plebiscitos e referendos  -  Estatísticas  -  Processo Eleitoral no Brasil  -  Urna eletrônicaPartidosContas partidárias  -  Filiação partidária  -  Fundo partidário  -  Partidos políticos  -  Propaganda partidáriaComunicaçãoComunicaçãoJurisprudênciaConsultas de jurisprudência  -  Informativo TSE  -  Julgados históricos  -  Jurisprudência nos TREs  -  Jurisprudência por assunto  -  Perguntas frequentes  -  Revista de Jurisprudência do TSE  -  SúmulasLegislaçãoCódigo Eleitoral Anotado e Legislação Complementar  -  Matérias de interesse da JE (SinTSE)  -  Pesquisa por e-mail (legislação eleitoral)  -  Legislação compilada  -  Sistematização das Normas Eleitorais  -  Regimento InternoServiços judiciaisAudiências públicas  -  Consultas Públicas  -  Processos  -  Publicações oficiais  -  Sessões de julgamento  -  Mais serviços  -  Certidões Judiciais O TSEBiblioteca  -  Catálogo de publicações  -  Corregedoria-Geral Eleitoral  -  Escola Judiciária Eleitoral  -  História da Justiça Eleitoral  -  Ministros  -  Sobre o TSESua opinião é importante para melhorar a navegação do portal.× Caso necessite de informações institucionais acesse Ouvidoria.Coloque seu e-mailE-mailComo foi sua experiência em nosso site?PéssimaRuimNormalBoaÓtimaSeu feedback Sugestão Elogio Críticas Erro na página Não encontrou o que queria? Escrever sugestãoEscrever ElogioEscrever críticasEscrever erro na páginaNão encontrou o que queria carregando conteúdo... CancelarEnviar feedbackO Portal do TSE coleta dados (IP, acesso a links, sistema operacional e navegador), por meio de cookies ou dos navegadores. A coleta é para cumprir obrigação legal, permitir a melhor navegação ou para fins estatísticos. Para saber mais, acesse nossa Política de Privacidade.Ciente"
"RESOLUÇÃO Nº 23.611, DE 19 DE DEZEMBRO DE 2019.",https://www.tse.jus.br/legislacao/compilada/res/2019/resolucao-no-23-611-de-19-de-dezembro-de-2019-1,Dispõe sobre os atos gerais do processo eleitoral para as Eleições 2020.,"RESOLUÇÃO Nº 23.612, DE 8 DE JANEIRO DE 2020. — Tribunal Superior EleitoralAcessibilidadeContrasteRybená LibrasRybená vozSubir páginaDescer páginaConteúdo principal [1]Menu principal [2]Busca [3]Busca avançada [5]Página inicial [6]Página de acessibilidade [7] Acessibilidade Fale conosco Transparência e prestação de contas Tribunal Superior Eleitoral - O Tribunal da Democracia Navegação principal do portalEleitor e eleiçõesEleitorBiometriaCertidõesEstatísticas do eleitoradoEleitor no exteriorJustificativa eleitoralLocal de votação/zonas eleitoraisOuvidoriasQuitação de multasTítulo eleitoralConheça e baixe o app E-títuloTire seu título - Título Netmais sobre EleitorEleiçõesCalendário eleitoralCanal do MesárioContas eleitoraisDesincompatibilizaçãoEleições, plebiscitos e referendosEstatísticasProcesso Eleitoral no BrasilUrna eletrônicamais sobre EleiçõesPartidosPartidosContas partidáriasFiliação partidáriaFundo partidárioPartidos políticosPropaganda partidáriamais sobre PartidosComunicaçãoJurisprudênciaJurisprudênciaConsultas de jurisprudênciaInformativo TSEJulgados históricosJurisprudência nos TREsJurisprudência por assuntoPerguntas frequentes Revista de Jurisprudência do TSE Súmulasmais sobre JurisprudênciaLegislaçãoLegislaçãoCódigo Eleitoral Anotado e Legislação ComplementarMatérias de interesse da JE (SinTSE)Pesquisa por e-mail (legislação eleitoral)Legislação compiladaSistematização das Normas EleitoraisRegimento Internomais sobre LegislaçãoServiços judiciaisServiços judiciaisAudiências públicasConsultas PúblicasProcessosPublicações oficiaisSessões de julgamentoMais serviçosCertidões Judiciais mais sobre Serviços judiciaisO TSEO TSEBibliotecaCatálogo de publicaçõesCorregedoria-Geral EleitoralEscola Judiciária EleitoralHistória da Justiça EleitoralMinistrosSobre o TSEmais sobre O TSEBotão PesquisarPesquisa principal do portalPesquisarApenas nesta seçãopressione enter para pesquisar×EnviarPágina inicialLegislaçãoLegislação compiladaResolução2020 RESOLUÇÃO Nº 23.612, DE 8 DE JANEIRO DE 2020. InfoCompartilhar página via emailCompartilhar página via facebookCompartilhar página via twitterCompartilhar página via WhatsappTribunal Superior EleitoralSecretaria de Gestão da InformaçãoCoordenadoria de JurisprudênciaSeção de LegislaçãoTexto compiladoRESOLUÇÃO Nº 23.612, DE 8 DE JANEIRO DE 2020.Altera o Anexo III da Resolução-TSE n.º 23.593, de 18 de dezembro de 2018, com referência à transformação de cargos em comissão do quadro de pessoal do Tribunal Superior Eleitoral.O TRIBUNAL SUPERIOR ELEITORAL, no uso da atribuição que lhe confere o inciso II do art. 23 do Código Eleitoral, RESOLVE:Art. 1º Ficam transformados, nos termos do Anexo, os cargos em comissão do quadro de pessoal da Secretaria do Tribunal Superior Eleitoral.Art. 2º Esta resolução entra em vigor na data da publicação.Brasília, 8 de janeiro de 2020.MINISTRA ROSA WEBER - RELATORA ANEXO                 EXTINÇÃO CJ               NívelQuantidadeDenominaçãoLotaçãoRemuneraçãoTotalCJ-11Assessor IGabinete da Presidência9.216,749.216,74CJ-11Assessor IAssessoria de Assuntos Internacionais9.216,749.216,74TOTAL18.433,48Sobras apuradas (Resolução -TSE nº 23.566/2018)1.273,51TOTAL DISPONÍVEL19.706,99CRIAÇÃO CJNívelQuantidadeDenominaçãoLotaçãoRemuneraçãoTotalCJ-31Assessor IIIGabinete da Presidência12.940,0212.940,02TOTAL CRIADO12.940,02SALDO PARA UTILIZAÇÃO FUTURA6.766,97 ANEXO III - Resolução-TSE nº 23.593/2018         SECRETÁRIO-GERAL (CJ-4)     DIRETOR-GERAL (CJ-4)    ASSESSOR-CHEFE (CJ-3)      ASSESSOR III (CJ-3)    SECRETÁRIO (CJ-3)      PRESIDENTE DE COMISSÃO (CJ-3      ASSESSOR II (CJ-2)     COORDENADOR (CJ-2)    ASSESSOR I (CJ-1)      TOTAL    GABINETE DA PRESIDÊNCIA12137GABINETE DO SECRETÁRIO-GERAL1113ASSESSORIA DE APOIO AOS MINISTROS SUBSTITUTOS112ASSESSORIA DE PLENÁRIO112ASSESSORIA DE ARTICULAÇÃO PARLAMENTAR11ASSESSORIA DE GESTÃO DE IDENTIFICAÇÃO11ASSESSORIA DE ASSUNTOS INTERNACIONAIS11ASSESSORIA DE CERIMONIAL123ASSESSORIA ESPECIAL112ASSESSORIA DE COMUNICAÇÃO134ASSESSORIA DO PROCESSO JUDICIAL ELETRÔNICO11ESCOLA JUDICIÁRIA ELEITORAL112SECRETARIA JUDICIÁRIA134OUVIDORIA11ASSESSORIA DE EXAME DE CONTAS ELEITORAIS E PARTIDÁRIAS134ASSESSORIA CONSULTIVA112GABINETE DOS MINISTROS661224CORREGEDORIA-GERAL ELEITORAL1315GABINETE DO DIRETOR-GERAL11125ASSESSORIA JURÍDICA1247ASSESSORIA DE GESTÃO ESTRATÉGICA E SOCIOAMBIENTAL1113ASSESSORIA DE GESTÃO ELEITORAL1113SECRETARIA DE ADMINISTRAÇÃO1517COMISSÃO PERMANENTE DE LICITAÇÃO11SECRETARIA DE CONTROLE INTERNO E AUDITORIA123SECRETARIA DE GESTÃO DA INFORMAÇÃO1247SECRETARIA DE GESTÃO DE PESSOAS145SECRETARIA DE PLANEJAMENTO, ORÇAMENTO, FINANÇAS E CONTABILIDADE134SECRETARIA DE TECNOLOGIA DA INFORMAÇÃO1517SECRETARIA DE SEGURANÇA E TRANSPORTE123TOTAL1125291183136124Este texto não substitui o publicado no DJE-TSE, nº 11, de 16.1.2020, p. 2-4.O Tribunal da DemocraciaInternational portalCarta de serviços ao eleitorGlossário EleitoralGuia de Recolhimento da União (GRU)TREsMeu EspaçoSetor de Administração Federal Sul (SAFS) Quadra 7, Lotes 1/2, Brasília/DF - 70070-600,Tribunal Superior EleitoralTel.:(61) 3030-7000Horário de funcionamento dos protocolos  administrativo e judiciário: segunda a sexta, das 11h às 19hHorário de funcionamento de outros serviços e mais informaçõesTwitterFacebookFlickrInstagramYoutube Fale conosco Termos de uso e privacidade. Seu navegador não suporta javascript! Como foi sua navegação? O Tribunal Superior Eleitoral não envia e-mails a eleitores para comunicar cancelamento de título eleitoral. Acesso rápidoAcesso rápido Buscar em todo site Mapa do site EleitorBiometria  -  Certidões  -  Estatísticas do eleitorado  -  Eleitor no exterior  -  Justificativa eleitoral  -  Local de votação/zonas eleitorais  -  Ouvidorias  -  Quitação de multas  -  Título eleitoralEleiçõesCalendário eleitoral  -  Canal do Mesário  -  Contas eleitorais  -  Desincompatibilização  -  Eleições, plebiscitos e referendos  -  Estatísticas  -  Processo Eleitoral no Brasil  -  Urna eletrônicaPartidosContas partidárias  -  Filiação partidária  -  Fundo partidário  -  Partidos políticos  -  Propaganda partidáriaComunicaçãoComunicaçãoJurisprudênciaConsultas de jurisprudência  -  Informativo TSE  -  Julgados históricos  -  Jurisprudência nos TREs  -  Jurisprudência por assunto  -  Perguntas frequentes  -  Revista de Jurisprudência do TSE  -  SúmulasLegislaçãoCódigo Eleitoral Anotado e Legislação Complementar  -  Matérias de interesse da JE (SinTSE)  -  Pesquisa por e-mail (legislação eleitoral)  -  Legislação compilada  -  Sistematização das Normas Eleitorais  -  Regimento InternoServiços judiciaisAudiências públicas  -  Consultas Públicas  -  Processos  -  Publicações oficiais  -  Sessões de julgamento  -  Mais serviços  -  Certidões Judiciais O TSEBiblioteca  -  Catálogo de publicações  -  Corregedoria-Geral Eleitoral  -  Escola Judiciária Eleitoral  -  História da Justiça Eleitoral  -  Ministros  -  Sobre o TSESua opinião é importante para melhorar a navegação do portal.× Caso necessite de informações institucionais acesse Ouvidoria.Coloque seu e-mailE-mailComo foi sua experiência em nosso site?PéssimaRuimNormalBoaÓtimaSeu feedback Sugestão Elogio Críticas Erro na página Não encontrou o que queria? Escrever sugestãoEscrever ElogioEscrever críticasEscrever erro na páginaNão encontrou o que queria carregando conteúdo... CancelarEnviar feedbackO Portal do TSE coleta dados (IP, acesso a links, sistema operacional e navegador), por meio de cookies ou dos navegadores. A coleta é para cumprir obrigação legal, permitir a melhor navegação ou para fins estatísticos. Para saber mais, acesse nossa Política de Privacidade.Ciente"
"RESOLUÇÃO Nº 23.610, DE 18 DE DEZEMBRO DE 2019.",https://www.tse.jus.br/legislacao/compilada/res/2019/resolucao-no-23-610-de-18-de-dezembro-de-2019,"Dispõe sobre propaganda eleitoral, utilização e geração do horário gratuito e condutas ilícitas em campanha eleitoral.","RESOLUÇÃO Nº 23.612, DE 8 DE JANEIRO DE 2020. — Tribunal Superior EleitoralAcessibilidadeContrasteRybená LibrasRybená vozSubir páginaDescer páginaConteúdo principal [1]Menu principal [2]Busca [3]Busca avançada [5]Página inicial [6]Página de acessibilidade [7] Acessibilidade Fale conosco Transparência e prestação de contas Tribunal Superior Eleitoral - O Tribunal da Democracia Navegação principal do portalEleitor e eleiçõesEleitorBiometriaCertidõesEstatísticas do eleitoradoEleitor no exteriorJustificativa eleitoralLocal de votação/zonas eleitoraisOuvidoriasQuitação de multasTítulo eleitoralConheça e baixe o app E-títuloTire seu título - Título Netmais sobre EleitorEleiçõesCalendário eleitoralCanal do MesárioContas eleitoraisDesincompatibilizaçãoEleições, plebiscitos e referendosEstatísticasProcesso Eleitoral no BrasilUrna eletrônicamais sobre EleiçõesPartidosPartidosContas partidáriasFiliação partidáriaFundo partidárioPartidos políticosPropaganda partidáriamais sobre PartidosComunicaçãoJurisprudênciaJurisprudênciaConsultas de jurisprudênciaInformativo TSEJulgados históricosJurisprudência nos TREsJurisprudência por assuntoPerguntas frequentes Revista de Jurisprudência do TSE Súmulasmais sobre JurisprudênciaLegislaçãoLegislaçãoCódigo Eleitoral Anotado e Legislação ComplementarMatérias de interesse da JE (SinTSE)Pesquisa por e-mail (legislação eleitoral)Legislação compiladaSistematização das Normas EleitoraisRegimento Internomais sobre LegislaçãoServiços judiciaisServiços judiciaisAudiências públicasConsultas PúblicasProcessosPublicações oficiaisSessões de julgamentoMais serviçosCertidões Judiciais mais sobre Serviços judiciaisO TSEO TSEBibliotecaCatálogo de publicaçõesCorregedoria-Geral EleitoralEscola Judiciária EleitoralHistória da Justiça EleitoralMinistrosSobre o TSEmais sobre O TSEBotão PesquisarPesquisa principal do portalPesquisarApenas nesta seçãopressione enter para pesquisar×EnviarPágina inicialLegislaçãoLegislação compiladaResolução2020 RESOLUÇÃO Nº 23.612, DE 8 DE JANEIRO DE 2020. InfoCompartilhar página via emailCompartilhar página via facebookCompartilhar página via twitterCompartilhar página via WhatsappTribunal Superior EleitoralSecretaria de Gestão da InformaçãoCoordenadoria de JurisprudênciaSeção de LegislaçãoTexto compiladoRESOLUÇÃO Nº 23.612, DE 8 DE JANEIRO DE 2020.Altera o Anexo III da Resolução-TSE n.º 23.593, de 18 de dezembro de 2018, com referência à transformação de cargos em comissão do quadro de pessoal do Tribunal Superior Eleitoral.O TRIBUNAL SUPERIOR ELEITORAL, no uso da atribuição que lhe confere o inciso II do art. 23 do Código Eleitoral, RESOLVE:Art. 1º Ficam transformados, nos termos do Anexo, os cargos em comissão do quadro de pessoal da Secretaria do Tribunal Superior Eleitoral.Art. 2º Esta resolução entra em vigor na data da publicação.Brasília, 8 de janeiro de 2020.MINISTRA ROSA WEBER - RELATORA ANEXO                 EXTINÇÃO CJ               NívelQuantidadeDenominaçãoLotaçãoRemuneraçãoTotalCJ-11Assessor IGabinete da Presidência9.216,749.216,74CJ-11Assessor IAssessoria de Assuntos Internacionais9.216,749.216,74TOTAL18.433,48Sobras apuradas (Resolução -TSE nº 23.566/2018)1.273,51TOTAL DISPONÍVEL19.706,99CRIAÇÃO CJNívelQuantidadeDenominaçãoLotaçãoRemuneraçãoTotalCJ-31Assessor IIIGabinete da Presidência12.940,0212.940,02TOTAL CRIADO12.940,02SALDO PARA UTILIZAÇÃO FUTURA6.766,97 ANEXO III - Resolução-TSE nº 23.593/2018         SECRETÁRIO-GERAL (CJ-4)     DIRETOR-GERAL (CJ-4)    ASSESSOR-CHEFE (CJ-3)      ASSESSOR III (CJ-3)    SECRETÁRIO (CJ-3)      PRESIDENTE DE COMISSÃO (CJ-3      ASSESSOR II (CJ-2)     COORDENADOR (CJ-2)    ASSESSOR I (CJ-1)      TOTAL    GABINETE DA PRESIDÊNCIA12137GABINETE DO SECRETÁRIO-GERAL1113ASSESSORIA DE APOIO AOS MINISTROS SUBSTITUTOS112ASSESSORIA DE PLENÁRIO112ASSESSORIA DE ARTICULAÇÃO PARLAMENTAR11ASSESSORIA DE GESTÃO DE IDENTIFICAÇÃO11ASSESSORIA DE ASSUNTOS INTERNACIONAIS11ASSESSORIA DE CERIMONIAL123ASSESSORIA ESPECIAL112ASSESSORIA DE COMUNICAÇÃO134ASSESSORIA DO PROCESSO JUDICIAL ELETRÔNICO11ESCOLA JUDICIÁRIA ELEITORAL112SECRETARIA JUDICIÁRIA134OUVIDORIA11ASSESSORIA DE EXAME DE CONTAS ELEITORAIS E PARTIDÁRIAS134ASSESSORIA CONSULTIVA112GABINETE DOS MINISTROS661224CORREGEDORIA-GERAL ELEITORAL1315GABINETE DO DIRETOR-GERAL11125ASSESSORIA JURÍDICA1247ASSESSORIA DE GESTÃO ESTRATÉGICA E SOCIOAMBIENTAL1113ASSESSORIA DE GESTÃO ELEITORAL1113SECRETARIA DE ADMINISTRAÇÃO1517COMISSÃO PERMANENTE DE LICITAÇÃO11SECRETARIA DE CONTROLE INTERNO E AUDITORIA123SECRETARIA DE GESTÃO DA INFORMAÇÃO1247SECRETARIA DE GESTÃO DE PESSOAS145SECRETARIA DE PLANEJAMENTO, ORÇAMENTO, FINANÇAS E CONTABILIDADE134SECRETARIA DE TECNOLOGIA DA INFORMAÇÃO1517SECRETARIA DE SEGURANÇA E TRANSPORTE123TOTAL1125291183136124Este texto não substitui o publicado no DJE-TSE, nº 11, de 16.1.2020, p. 2-4.O Tribunal da DemocraciaInternational portalCarta de serviços ao eleitorGlossário EleitoralGuia de Recolhimento da União (GRU)TREsMeu EspaçoSetor de Administração Federal Sul (SAFS) Quadra 7, Lotes 1/2, Brasília/DF - 70070-600,Tribunal Superior EleitoralTel.:(61) 3030-7000Horário de funcionamento dos protocolos  administrativo e judiciário: segunda a sexta, das 11h às 19hHorário de funcionamento de outros serviços e mais informaçõesTwitterFacebookFlickrInstagramYoutube Fale conosco Termos de uso e privacidade. Seu navegador não suporta javascript! Como foi sua navegação? O Tribunal Superior Eleitoral não envia e-mails a eleitores para comunicar cancelamento de título eleitoral. Acesso rápidoAcesso rápido Buscar em todo site Mapa do site EleitorBiometria  -  Certidões  -  Estatísticas do eleitorado  -  Eleitor no exterior  -  Justificativa eleitoral  -  Local de votação/zonas eleitorais  -  Ouvidorias  -  Quitação de multas  -  Título eleitoralEleiçõesCalendário eleitoral  -  Canal do Mesário  -  Contas eleitorais  -  Desincompatibilização  -  Eleições, plebiscitos e referendos  -  Estatísticas  -  Processo Eleitoral no Brasil  -  Urna eletrônicaPartidosContas partidárias  -  Filiação partidária  -  Fundo partidário  -  Partidos políticos  -  Propaganda partidáriaComunicaçãoComunicaçãoJurisprudênciaConsultas de jurisprudência  -  Informativo TSE  -  Julgados históricos  -  Jurisprudência nos TREs  -  Jurisprudência por assunto  -  Perguntas frequentes  -  Revista de Jurisprudência do TSE  -  SúmulasLegislaçãoCódigo Eleitoral Anotado e Legislação Complementar  -  Matérias de interesse da JE (SinTSE)  -  Pesquisa por e-mail (legislação eleitoral)  -  Legislação compilada  -  Sistematização das Normas Eleitorais  -  Regimento InternoServiços judiciaisAudiências públicas  -  Consultas Públicas  -  Processos  -  Publicações oficiais  -  Sessões de julgamento  -  Mais serviços  -  Certidões Judiciais O TSEBiblioteca  -  Catálogo de publicações  -  Corregedoria-Geral Eleitoral  -  Escola Judiciária Eleitoral  -  História da Justiça Eleitoral  -  Ministros  -  Sobre o TSESua opinião é importante para melhorar a navegação do portal.× Caso necessite de informações institucionais acesse Ouvidoria.Coloque seu e-mailE-mailComo foi sua experiência em nosso site?PéssimaRuimNormalBoaÓtimaSeu feedback Sugestão Elogio Críticas Erro na página Não encontrou o que queria? Escrever sugestãoEscrever ElogioEscrever críticasEscrever erro na páginaNão encontrou o que queria carregando conteúdo... CancelarEnviar feedbackO Portal do TSE coleta dados (IP, acesso a links, sistema operacional e navegador), por meio de cookies ou dos navegadores. A coleta é para cumprir obrigação legal, permitir a melhor navegação ou para fins estatísticos. Para saber mais, acesse nossa Política de Privacidade.Ciente"
